"","retailer_name","minor_involved","sale_to_minor","product_type","brand","flavor","inspection_date","decision_date","inspection_result","link","charges","address","newdate","year"
"497","FARMERS DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"See Complaint","08/14/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-3819"")","See Complaint","11104 FARMERS BOULVEARD, SAINT ALBANS, NY, 11412",2019-08-14,"2019"
"498","SHELL / MELA MARKET","Yes","Yes","Cigar(s)","Other",NA,"07/13/2019","08/08/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","650 HILLSIDE AVENUE, NEW HYDE PARK, NY, 11040",2019-08-08,"2019"
"499","BKHTAN DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"07/07/2019","08/01/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1484 JEROME AVENUE, BRONX, NY, 10452",2019-08-01,"2019"
"500","MYG DELI-CORP","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/18/2019","07/25/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","656 WESTCHESTER AVE, BRONX, NY, 10455",2019-07-25,"2019"
"501","SANAA GOURMET DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/19/2019","07/25/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","611 EAST 182ND STREET, BRONX, NY, 10457",2019-07-25,"2019"
"502","MAGED GROCERY AND DELI","Yes","Yes","Cigar(s)","Other",NA,"06/17/2019","07/25/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","10924 MERRICK BLVD, JAMAICA, NY, 11433",2019-07-25,"2019"
"503","HOT TIMES GROCERIES CORP.","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/19/2019","07/18/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","4 WEST 183RD STREET, BRONX, NY, 10453",2019-07-18,"2019"
"504","JOE SOUTH SIDE DELI INC.","Yes","Yes","Cigar(s)","Other",NA,"06/17/2019","07/18/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","11577 SUTPHIN BLVD, JAMAICA, NY, 11434",2019-07-18,"2019"
"505","FOOD EXPRESS DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"06/11/2019","07/18/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","2628 3RD AVE, BRONX, NY, 10454",2019-07-18,"2019"
"506","KEW GARDEN NEWS SMOKE & LOTTO","Yes","Yes","Cigar(s)","Other",NA,"06/17/2019","07/18/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","8064 LEFFERTS BLVD, KEW GARDENS, NY, 11415",2019-07-18,"2019"
"507","SPRINGFIELD MARKET","Yes","Yes","Cigar(s)","Other",NA,"06/18/2019","07/18/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","9039 SPRINGFIELD BOULEVARD, QUEENS VILLAGE, NY, 11428",2019-07-18,"2019"
"508","URENA GROCERY","Yes","Yes","Cigar(s)","Other",NA,"See Complaint","07/16/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-3378"")","See Complaint","149-06 LINDEN BOULEVARD, JAMAICA, NY, 11436",2019-07-16,"2019"
"509","GREEN N GROCERY INC.","Yes","Yes","Cigar(s)","Other",NA,"05/25/2019","07/05/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","858 FREEMAN ST, BRONX, NY, 10459",2019-07-05,"2019"
"510","GROCERY AND DELI","Yes","Yes","Hookah tobacco","Al Fakher",NA,"05/20/2019","06/27/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","4124 BRONXWOOD AVENUE, BRONX, NY, 10466",2019-06-27,"2019"
"511","EZ PASS DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/04/2019","06/20/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","651 ELTON AVENUE, BRONX, NY, 10455",2019-06-20,"2019"
"512","224 RAMI DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/04/2019","06/13/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","224 WILLIS AVENUE, BRONX, NY, 10454",2019-06-13,"2019"
"513","99 DELI AND GROCERY / D NY DELI GROCERY","Yes","Yes","Cigar(s)","N/A",NA,"04/30/2019","06/13/2019","Warning Letter Issued",NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","99 EAST 198TH STREET, BRONX, NY, 10468",2019-06-13,"2019"
"514","TE AMO DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"05/02/2019","06/13/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","203 EAST 198TH STREET, BRONX, NY, 10458",2019-06-13,"2019"
"515","DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"05/04/2019","06/13/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","487 BROOK AVENUE, BRONX, NY, 10455",2019-06-13,"2019"
"516","NEILL GOURMET DELI","Yes","Yes","Cigar(s)","Other",NA,"04/30/2019","06/13/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1074 NEILL AVENUE, BRONX, NY, 10461",2019-06-13,"2019"
"517","111 DELI & GRILL","Yes","Yes","Cigar(s)","Other",NA,"04/26/2019","06/06/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","11052 SUTPHIN BOULEVARD, JAMAICA, NY, 11435",2019-06-06,"2019"
"518","85 CONVENIENCE","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/27/2019","06/06/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","85 WEST FORDHAM ROAD, BRONX, NY, 10468",2019-06-06,"2019"
"519","ALEX DELI AND GROCERY","Yes","Yes","Cigar(s)","Other",NA,"04/26/2019","06/06/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2 SUTTER AVENUE, BROOKLYN, NY, 11212",2019-06-06,"2019"
"520","BP","Yes","Yes","E-cigarettes & Accessories","JUUL","Menthol","04/25/2019","06/06/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","16615 HORACE HARDING EXPY, FRESH MEADOWS, NY, 11365",2019-06-06,"2019"
"521","BP / SHOP","Yes","Yes","Cigar(s)","Other",NA,"04/27/2019","06/06/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","4643 3RD AVE, BRONX, NY, 10458",2019-06-06,"2019"
"522","THOMPSON FINEST DELI","Yes","Yes","E-cigarettes & Accessories","JUUL",NA,"04/27/2019","06/06/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","20 THOMPSON STREET, NEW YORK, NY, 10013",2019-06-06,"2019"
"523","LEXINGTON DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/22/2019","06/06/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1332 LEXINGTON AVE, NEW YORK, NY, 10128",2019-06-06,"2019"
"524","DOUBLE J DELI","Yes","Yes","Cigar(s)","Other",NA,"04/25/2019","06/06/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","168-02 UNION TURNPIKE, QUEENS, NY, 11366",2019-06-06,"2019"
"525","PRINCE GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"See Complaint","06/06/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-2694"")","See Complaint","131 WEST KINGSBRIDGE ROAD, BRONX, NY, 10468",2019-06-06,"2019"
"526","BEDFORD PARK GOURMET DELI","Yes","Yes","Cigar(s)","Other",NA,"04/18/2019","05/30/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","379 BEDFORD PARK BOULEVARD, BRONX, NY, 10458",2019-05-30,"2019"
"527","S & A EXPRESS CANDY & GROCERY CORP.","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/22/2019","05/30/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1633 LEXINGTON AVE., NEW YORK, NY, 10029",2019-05-30,"2019"
"528","DELI AND GROCERY CORP","Yes","Yes","Cigar(s)","Other",NA,"04/17/2019","05/30/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","105-15 177TH STREET, JAMAICA, NY, 11433",2019-05-30,"2019"
"529","FAMILY DELI AND GROCERY","Yes","Yes","Cigar(s)","Other",NA,"04/17/2019","05/30/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","21784 HEMPSTEAD AVENUE, QUEENS VILLAGE, NY, 11429",2019-05-30,"2019"
"530","NYC GREEN VALLEY DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"04/22/2019","05/30/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","74 E 116TH ST, NEW YORK, NY, 10029",2019-05-30,"2019"
"531","ONE STOP DELI & GRILL","Yes","Yes","Cigar(s)","Other",NA,"04/17/2019","05/30/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","175-44 LIBERTY AVENUE, JAMAICA, NY, 11433",2019-05-30,"2019"
"532","G AND J DELI","Yes","Yes","Cigar(s)","Other",NA,"04/16/2019","05/23/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","164-01 HILLSIDE AVENUE, JAMAICA, NY, 11432",2019-05-23,"2019"
"533","263 DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"See Complaint","05/21/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-2409"")","See Complaint","263 WEST KINGSBRIDGE ROAD, BRONX, NY, 10463",2019-05-21,"2019"
"534","SAM CANDY AND CONVENIENCE","Yes","Yes","Cigar(s)","Other",NA,"03/14/2019","05/16/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","180 EAST 174TH STREET, BRONX, NY, 10457",2019-05-16,"2019"
"535","SWEENEY'S DELI","Yes","Yes","Cigar(s)","Other",NA,"01/22/2019","05/16/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","3136 MILES AVENUE, BRONX, NY, 10465",2019-05-16,"2019"
"536","1 FRANKIE GOURMET DELI CORP.","Yes","Yes","Cigar(s)","Other",NA,"03/30/2019","05/09/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2773A WEBSTER AVENUE, BRONX, NY, 10458",2019-05-09,"2019"
"537","1976 J.J. DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"03/19/2019","05/09/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1976 ARTHUR AVE, BRONX, NY, 10457",2019-05-09,"2019"
"538","141 EXPRESS DELI AND GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"See Complaint","05/07/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-2170"")","See Complaint","141 MCCLEAN AVENUE, STATEN ISLAND, NY, 10305",2019-05-07,"2019"
"539","HAGAR DELI DISCOUNT","Yes","Yes","Cigar(s)","Black & Mild",NA,"See Complaint","05/02/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-2098"")","See Complaint","2614 3RD AVENUE, BRONX, NY, 10454",2019-05-02,"2019"
"540","EL MOUNA DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"See Complaint","04/29/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-2032"")","See Complaint","314 CYPRESS AVENUE, BRONX, NY, 10454",2019-04-29,"2019"
"541","VARIETY STORE","Yes","Yes","Hookah tobacco","Al Fakher",NA,"01/24/2019","04/25/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2195 GRAND CONCOURSE, BRONX, NY, 10453",2019-04-25,"2019"
"542","ASRA MINI MARKET AND DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"See Complaint","04/24/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-1928"")","See Complaint","2801 MIDDLETOWN ROAD, BRONX, NY, 10461",2019-04-24,"2019"
"543","QUICK STOP MINI MART","Yes","Yes","Cigar(s)","Other",NA,"02/17/2019","04/11/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","22702 112TH AVE, QUEENS VILLAGE, NY, 11429",2019-04-11,"2019"
"544","2 EAST 181 24 HOUR DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"01/27/2019","04/04/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2 EAST 181ST STREET, BRONX, NY, 10453",2019-04-04,"2019"
"545","9 STARS DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"01/24/2019","04/04/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2193 GRAND CONCOURSE, BRONX, NY, 10453",2019-04-04,"2019"
"546","BX CAMPUS DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"01/27/2019","04/04/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","88 WEST 181ST STREET, BRONX, NY, 10453",2019-04-04,"2019"
"547","CAMBRIA HEIGHTS GROCERY AND DELI","Yes","Yes","Cigar(s)","Other",NA,"01/16/2019","04/04/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","22803 LINDED BOULEVARD, CAMBIRA HEIGHTS, NY, 11411",2019-04-04,"2019"
"548","GRAND EXPRESS DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"01/27/2019","04/04/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","49 WEST 181ST STREET, BRONX, NY, 10453",2019-04-04,"2019"
"549","NEW DYRE DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"01/25/2019","04/04/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","3805 DYRE AVENUE, BRONX, NY, 10466",2019-04-04,"2019"
"550","JASPER'S DELI","Yes","Yes","Cigar(s)","Game",NA,"12/17/2018","04/04/2019","Warning Letter Issued",NA,"1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes","434 WEST 238TH STREET, BRONX, NY, 10463",2019-04-04,"2019"
"551","BIG SAL DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"01/11/2019","03/28/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","163 WEST 170TH STREET, BRONX, NY, 10452",2019-03-28,"2019"
"552","STOP ONE GROCERY & DELI CORP.","Yes","Yes","Cigar(s)","Other",NA,"01/10/2019","03/28/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1101 ALLERTON AVENUE, BRONX, NY, 10469",2019-03-28,"2019"
"553","D AND D DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"01/15/2019","03/28/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","100 WEST 168TH STREET, BRONX, NY, 10452",2019-03-28,"2019"
"554","JESUP GOURMET DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"01/15/2019","03/28/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1348 EDWARD L. GRANT HIGHWAY, BRONX, NY, 10452",2019-03-28,"2019"
"555","GREEN STAR DELI GROCERY & FOOD","Yes","Yes","Cigar(s)","Other",NA,"01/18/2019","03/28/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1639 WESTCHESTER AVE, BRONX, NY, 10472",2019-03-28,"2019"
"556","CHICKY'S MINI MARKET","Yes","Yes","Cigar(s)","Other",NA,"See Complaint","03/20/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-1295"")","See Complaint","332 SAINT ANNS AVENUE, BRONX, NY, 10454",2019-03-20,"2019"
"557","DEE GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"11/20/2018","03/14/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","3201 WHITE PLAINS RD, BRONX, NY, 10467",2019-03-14,"2019"
"558","KINGS FINEST DELI INC.","Yes","Yes","Cigar(s)","Other",NA,"12/29/2018","03/14/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","25 EAST GUN HILL ROAD, BRONX, NY, 10467",2019-03-14,"2019"
"559","IZZY GROCERY INC..","Yes","Yes","Cigar(s)","Other",NA,"12/29/2018","03/14/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","291 E GUN HILL RD, BRONX, NY, 10467",2019-03-14,"2019"
"560","ALLERTON DELI AND GROCERY","Yes","Yes","Cigar(s)","Game",NA,"12/22/2018","03/07/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","801 ALLERTON AVENUE, BRONX, NY, 10467",2019-03-07,"2019"
"561","BURNSIDE AVE FOOD CENTER","Yes","Yes","Cigar(s)","Other",NA,"12/20/2018","03/07/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","111 EAST BURNSIDE AVENUE, BRONX, NY, 10453",2019-03-07,"2019"
"562","UPTOWN CANDY STORE","Yes","Yes","Cigar(s)","Other",NA,"12/23/2018","03/07/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","4700B WHITE PLAINS ROAD, BRONX, NY, 10470",2019-03-07,"2019"
"563","CANDY GROCERY STORE CORP","Yes","Yes","Cigar(s)","Black & Mild",NA,"12/23/2018","03/07/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","4714 WHITE PLAINS ROAD, BRONX, NY, 10470",2019-03-07,"2019"
"564","NEW MOCHA DELI","Yes","Yes","Cigar(s)","Other",NA,"12/22/2018","03/07/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2499 HOLLAND AVENUE, BRONX, NY, 10467",2019-03-07,"2019"
"565","73 H AND N GROCERY","Yes","Yes","Cigar(s)","Other",NA,"See Complaint","02/26/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-0899"")","See Complaint","73 EAST KINGSBRIDGE ROAD, BRONX, NY, 10468",2019-02-26,"2019"
"566","ILIANA DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"See Complaint","02/26/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-0900"")","See Complaint","25 EAST 176TH STREET, BRONX, NY, 10453",2019-02-26,"2019"
"567","171 WEST DELI","Yes","Yes","Cigar(s)","Other",NA,"12/06/2018","02/21/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","171 WEST BURNSIDE AVENUE, BRONX, NY, 10453",2019-02-21,"2019"
"568","NEW ANDREWS DELI GROCERY.","Yes","Yes","Cigar(s)","Other",NA,"12/06/2018","02/21/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1899 ANDREWS AVENUE, BRONX, NY, 10453",2019-02-21,"2019"
"569","ONE STOP DELI GROCERY.","Yes","Yes","Cigar(s)","Other",NA,"12/07/2018","02/21/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","4358 WHITE PLAINS RD, BRONX, NY, 10466",2019-02-21,"2019"
"570","SUN FRUIT AND VEGETABLES","Yes","Yes","E-cigarettes & Accessories","JUUL","Mint","12/01/2018","02/21/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","3870 RICHMOND AVE, STATEN ISLAND, NY, 10312",2019-02-21,"2019"
"571","166TH STREET DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"See Complaint","02/14/2019","Civil Money Penalty","=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-0722"")","See Complaint","182B EAST 166TH STREET, BRONX, NY, 10456",2019-02-14,"2019"
"572","GUN HILL CLASSIC GOURMET DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"11/29/2018","02/14/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1450 EAST GUN HILL ROAD, BRONX, NY, 10469",2019-02-14,"2019"
"573","OCKY DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"11/29/2018","02/14/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1318 EAST GUN HILL ROAD, BRONX, NY, 10469",2019-02-14,"2019"
"574","3401 DELI AND GROCERY CORP.","Yes","Yes","Cigar(s)","Other",NA,"11/23/2018","02/07/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","3401 BOSTON ROAD, BRONX, NY, 10469",2019-02-07,"2019"
"575","3952 LACONIA DELI AND GROCERY","Yes","Yes","Cigar(s)","Other",NA,"11/23/2018","02/07/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","3952 LACONIA AVENUE, BRONX, NY, 10466",2019-02-07,"2019"
"576","MORRIS GROCERY CORP.","Yes","Yes","Cigar(s)","Other",NA,"11/25/2018","02/07/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","124 EAST 176TH STREET, BRONX, NY, 10453",2019-02-07,"2019"
"577","MATANZA DELI GROCERY CORP.","Yes","Yes","Cigar(s)","Other",NA,"11/23/2018","02/07/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","4027A LACONIA AVENUE, BRONX, NY, 10466",2019-02-07,"2019"
"578","D AND A DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"11/23/2018","02/07/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1225 EAST 233RD STREET, BRONX, NY, 10466",2019-02-07,"2019"
"579","CANA ARIBA 2 DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"10/22/2018","01/31/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","3868 BARNES AVENUE, BRONX, NY, 10467",2019-01-31,"2019"
"580","DELI & GRILL / TREMONT 5 STAR GOURMET","Yes","Yes","Cigar(s)","Other",NA,"11/14/2018","01/31/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","303 EAST TREMONT AVENUE, BRONX, NY, 10457",2019-01-31,"2019"
"581","DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"11/20/2018","01/31/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","743 BURKE AVE, BRONX, NY, 10467",2019-01-31,"2019"
"582","GOURMET DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"11/20/2018","01/31/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor","721 BURKE AVE, BRONX, NY, 10467",2019-01-31,"2019"
"583","ZUBAIDI DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"11/14/2018","01/24/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","288 EAST 174TH STREE, BRONX, NY, 10457",2019-01-24,"2019"
"584","HOPE DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"11/14/2018","01/24/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","260 EAST BURNSIDE AVENUE, BRONX, NY, 10457",2019-01-24,"2019"
"585","MAYSAA FORDHAM DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"11/14/2018","01/24/2019","Warning Letter Issued",NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","164 EAST 188TH STREET, BRONX, NY, 10468",2019-01-24,"2019"
