Compliance Check Inspections of Tobacco Product Retailers Through 6/30/22 - Search Results

You searched for:
State is NY
Decision Date: 01/01/2000 through 07/01/2022 
Minor Involved: Yes
Sale to Minor: Yes

Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Flavor,Inspection Date,Decision Date,Inspection Result,Link,Charges
"J MART AND SMOKE SHOP","580 ROUTE 112","PATCHOGUE","NY",11772,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,11/11/2021,12/21/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"SHELL","1081 MASTIC RD","MASTIC","NY",11950,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,11/11/2021,12/21/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"116ST MARINI GROCERY INC.","1869 LEXINGTON AVE","NEW YORK","NY",10029,Yes,Yes,Cigar(s),Other,,11/04/2021,12/16/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"ALIANZA DELI GROCERY CORP","6921 CENTRAL AVENUE","GLENDALE","NY",11385,Yes,Yes,Cigar(s),Other,,11/06/2021,12/16/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"SMOKE SHOP & CONVENIENCE STORE","110 W HOUSTON ST","NEW YORK","NY",10012,Yes,Yes,ENDS / E-liquid,Other,Watermelon,11/04/2021,12/16/2021,Warning Letter Issued,,Charges not yet available
"PICA DELI AND GROCERY","7020 CENTRAL AVENUE","GLENDALE","NY",11385,Yes,Yes,Cigarettes in a package,Newport,Menthol,11/06/2021,12/16/2021,Warning Letter Issued,,1140.14(a)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"DELI & GROCERY","5 E 115TH ST","NEW YORK","NY",10029,Yes,Yes,Cigar(s),Other,Russian Cream,11/04/2021,12/16/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"THOMPSON FINEST DELI","20 THOMPSON STREET","NEW YORK","NY",10013,Yes,Yes,Cigar(s),Other,,11/04/2021,12/16/2021,Warning Letter Issued,,Charges not yet available
"SMOKERS DEPOT","99 CHAMBERS ST","NEW YORK","NY",10007,Yes,Yes,ENDS / E-liquid,Other,Mango,11/04/2021,12/16/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"HABIBI 65TH DELI AND SMOKE SHOP","6419 ROOSEVELT AVENUE","WOODSIDE","NY",11377,Yes,Yes,Cigar(s),Other,Honey Berry,10/29/2021,12/14/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"LUCKY LOTTO","127 SMITHTOWN BLVD","NESCONSET","NY",11767,Yes,Yes,ENDS / E-liquid,JUUL,Virginia Tobacco,11/02/2021,12/14/2021,Warning Letter Issued,,Charges not yet available
"METRO DELI MINI MARKET","6512 METROPOLITAN AVENUE","MIDDLE VILLAGE","NY",11379,Yes,Yes,Cigar(s),Other,,10/26/2021,12/09/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"9TH AVENUE GOURMET DELI","769 9TH AVE","NEW YORK","NY",10019,Yes,Yes,Cigar(s),Other,Sweet Aromatic,10/23/2021,12/07/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"KWIK FILL A0061","3850 CLINTON ST","BUFFALO","NY",14224,Yes,Yes,Cigarettes in a package,Newport,Menthol,10/16/2021,12/07/2021,Warning Letter Issued,,Charges not yet available
"BLOW SMOKE SHOP","829 9TH AVE","NEW YORK","NY",10019,Yes,Yes,ENDS / E-liquid,Other,Mango Pineapple,10/23/2021,12/07/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"BP / TO GO","26-27 COLLEGE POINT BLVD","FLUSHING","NY",11354,Yes,Yes,Cigar(s),Other,Sweet Aromatic,10/24/2021,12/07/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"WHITESTONE DAIRY FARMS","22-26 154TH ST","WHITESTONE","NY",11357,Yes,Yes,Cigar(s),Other,Honey,10/24/2021,12/07/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"MINI DELI","1266 2ND AVE","NEW YORK","NY",10065,Yes,Yes,Cigarettes in a package,Newport,Menthol,10/23/2021,12/07/2021,Warning Letter Issued,,1140.14(a)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"DINO MART / SINCLAIR","17 W MERRICK ROAD","BALDWIN","NY",11510,Yes,Yes,Cigar(s),Other,Honey Berry,10/20/2021,12/07/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"METRO FUEL / FOOD MART","771 PENINSULA BLVD","HEMPSTEAD","NY",11550,Yes,Yes,Cigar(s),Other,Honey Berry,10/20/2021,12/07/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"HAPPY FRUIT & VEGETABLES","4439 KISSENA BLVD","FLUSHING","NY",11355,Yes,Yes,Cigar(s),Other,,10/24/2021,12/07/2021,Warning Letter Issued,,Charges not yet available
"RAILROAD NEWS","3351 BROOKLYN AVE","WANTAGH","NY",11793,Yes,Yes,Cigar(s),Other,,10/20/2021,12/07/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"7-ELEVEN / MOBIL","3550 GENESEE STREET","CHEEKTOWAGA","NY",14225,Yes,Yes,Cigarettes in a package,Newport,Menthol,10/16/2021,12/02/2021,Warning Letter Issued,,1140.14(a)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"MANDELLA MARKET / ARCO","511-525 BROADWAY STREET","BUFFALO","NY",14204,Yes,Yes,Cigarettes in a package,Newport,Menthol,10/16/2021,12/02/2021,Warning Letter Issued,,1140.14(a)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"CITY SMOKE SHOP INC.","851 2ND AVENUE","NEW YORK","NY",10017,Yes,Yes,ENDS / E-liquid,Other,Mint,10/17/2021,12/02/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"SPACED OUT STUDIOZ","7 KELLY DRIVE","BUFFALO","NY",14227,Yes,Yes,ENDS / E-liquid,Other,Strawberry Kiwi,10/16/2021,12/02/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"TE AMO","7907 MAIN ST","FLUSHING","NY",11367,Yes,Yes,Cigar(s),Other,,10/08/2021,11/30/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"CITGO","451 W CLARKSTOWN RD","NEW CITY","NY",10956,Yes,Yes,Cigar(s),Black & Mild,Wine,10/09/2021,11/30/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"OUR COASTAL / CONVENIENCE STORE","824 MONTAUK HWY","BAYPORT","NY",11705,Yes,Yes,ENDS / E-liquid,JUUL,Virginia Tobacco,10/13/2021,11/30/2021,Warning Letter Issued,,Charges not yet available
"OCEAN GAS STATION AND MINI MART","980 MONTAUK HIGHWAY","SHIRLEY","NY",11967,Yes,Yes,ENDS / E-liquid,JUUL,Menthol,10/13/2021,11/30/2021,Warning Letter Issued,,Charges not yet available
"VICTORY CONVENIENCE 1 CORP","1762 VICTORY BLVD","STATEN ISLAND","NY",10314,Yes,Yes,ENDS / E-liquid,Other,Iced Blueberry,07/30/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"SIMPLY ORGANIC 1 DELI & GRILL CORP","21025 JAMAICA AVENUE","QUEENS VILLAGE","NY",11428,Yes,Yes,Cigar(s),Other,,09/22/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"3RD AVE ORGANIC 1 CORP","7910 3RD AVE","BROOKLYN","NY",11209,Yes,Yes,ENDS / E-liquid,Other,Iced Apple Mango,07/30/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"ROSE 1 CONVENIENCE STORE","81 NEW DORP PLAZA NORTH","STATEN ISLAND","NY",10306,Yes,Yes,Cigar(s),Other,,07/30/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"1010 GOURMET DELI & GRILL","110-28 MERRICK BLVD","JAMAICA","NY",11433,Yes,Yes,Cigar(s),Other,,09/24/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"9202 37TH AVE DELI & GROCERY","9202 37TH AVENUE","JACKSON HEIGHTS","NY",11372,Yes,Yes,Cigar(s),Other,,07/24/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"4 WAY DELI","199 PORT RICHMOND AVENUE","STATEN ISLAND","NY",10302,Yes,Yes,ENDS / E-liquid,Other,Iced Blueberry,07/23/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"477 NEWS AND TOBACCO","477 MYRTLE AVE","BROOKLYN","NY",11205,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,08/10/2021,11/23/2021,Warning Letter Issued,,Charges not yet available
"RALPH'S 5 STAR MINI MARKET DELI & GRILL","14532 LAKEWOOD AVENUE","JAMAICA","NY",11435,Yes,Yes,Cigar(s),Other,Sweet Aromatic,09/24/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"5TH AVE GOURMET DELI & GRILL","6902 5TH AVE","BROOKLYN","NY",11209,Yes,Yes,ENDS / E-liquid,Other,Watermelon Ice,07/30/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"7-ELEVEN","400 E JERICHO TPKE","MINEOLA","NY",11501,Yes,Yes,Cigar(s),Other,Black Russian,09/09/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"7-ELEVEN","1255 MELVILLE ROAD","FARMINGDALE","NY",11735,Yes,Yes,Cigar(s),Other,Honey Berry,09/16/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"7-ELEVEN","307 N BROADWAY","JERICHO","NY",11753,Yes,Yes,Cigar(s),Other,Honey Berry,08/30/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"7-ELEVEN","5820 FRANCIS LEWIS BLVD","OAKLAND GARDENS","NY",11364,Yes,Yes,Cigar(s),Other,,10/08/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"76 / SNACK SHOP","4096 AUSTIN BOULEVARD","ISLAND PARK","NY",11558,Yes,Yes,Cigar(s),Other,,08/11/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor
"AMOCO/ TO GO","74 CARLETON AVE","ISLIP TERRACE","NY",11752,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,09/26/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"BIGG APPLE DELI AND GRILL","4502 NEW UTRECHT AVE","BROOKLYN","NY",11219,Yes,Yes,ENDS / E-liquid,Other,Iced Blueberry,07/30/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"FOREST SUPERETTE BAGELS","350 FOREST AVENUE","STATEN ISLAND","NY",10301,Yes,Yes,ENDS / E-liquid,Other,Tobacco,07/23/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"BEECHWOOD MARKET","359 WEBSTER AVE","ROCHESTER","NY",14609,Yes,Yes,Cigarettes in a package,Newport,Menthol,10/08/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"BP SHOP","119 POWERHOUSE RD","ROSLYN HEIGHTS","NY",11577,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,09/09/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"BP / SHOP","204 WHEELER ROAD","HAUPPAUGE","NY",11788,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,08/11/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor
"BP","48 BROAD ST W","MOUNT VERNON","NY",10552,Yes,Yes,Cigar(s),Other,Honey Berry,08/27/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"BP","1460 VETERANS MEMORIAL HIGHWAY","HAUPPAUGE","NY",11749,Yes,Yes,Cigar(s),Other,Honey Berry,09/11/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"BP","248 BAY ST","STATEN ISLAND","NY",10301,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,07/23/2021,11/23/2021,Warning Letter Issued,,Charges not yet available
"SAI CARDS & GIFT INC","298 PORTION RD","RONKONKOMA","NY",11779,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,10/04/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"CARDON DELI AND GROCERY","540 HEGEMAN AVENUE","BROOKLYN","NY",11207,Yes,Yes,Cigar(s),Other,,07/30/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"CHEVY DELI & GROCERY CORP","13502 LIBERTY AVENUE","SOUTH RICHMOND HILL","NY",11419,Yes,Yes,Cigar(s),Other,,10/06/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"CITGO","569 MYRTLE AVE","BROOKLYN","NY",11205,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,08/10/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"CITGO / US EXPRESS","41 SUBURBAN AVE","DEER PARK","NY",11729,Yes,Yes,ENDS / E-liquid,JUUL,Menthol,08/27/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"COFFEE EXPRESS FOOD SOURCE","11 DEPOT PL","BABYLON","NY",11702,Yes,Yes,Cigar(s),Other,Honey,08/16/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"H AND M CONVENIENCE DELI","13502 ROCKAWAY BOULEVARD","SOUTH OZONE PARK","NY",11420,Yes,Yes,Cigar(s),Other,,10/07/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"DAN'S TOBACCO/YONKERS CONVENIENCE & STATIONERY","795 YONKERS AVENUE","YONKERS","NY",10704,Yes,Yes,Cigar(s),Black & Mild,,08/27/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"FOUR SEASONS GRILL DELI CORP.","98 WYCKOFF AVE","BROOKLYN","NY",11237,Yes,Yes,ENDS / E-liquid,Other,Raspberry Watermelon,08/10/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"WESTSIDE TOBACCO CORP.","760 10TH AVE","NEW YORK","NY",10019,Yes,Yes,Cigar(s),Other,,10/08/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"JAMAICA KING DELI CORP","21829 JAMAICA AVE","QUEENS VILLAGE","NY",11428,Yes,Yes,Cigar(s),Other,Russian Cream,09/22/2021,11/23/2021,Warning Letter Issued,,Charges not yet available
"MONCION DELI GROCERY CORP","9503 101ST AVENUE","OZONE PARK","NY",11416,Yes,Yes,Cigar(s),Other,,10/07/2021,11/23/2021,Warning Letter Issued,,Charges not yet available
"LAXMI GROCERY CORPORATION","879 8TH AVENUE","NEW YORK","NY",10019,Yes,Yes,Cigar(s),Other,,10/06/2021,11/23/2021,Warning Letter Issued,,Charges not yet available
"CUTE GIFTS SMOKE SHOP","3407 BROADWAY","NEW YORK","NY",10031,Yes,Yes,Cigar(s),Other,,10/06/2021,11/23/2021,Warning Letter Issued,,Charges not yet available
"FARMER IN THE DELI","541 MYRTLE AVENUE","BROOKLYN","NY",11205,Yes,Yes,ENDS / E-liquid,JUUL,Menthol,08/10/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"SUNRISE DELI AND SMOKE SHOP","1 PARK LN","MASSAPEQUA","NY",11758,Yes,Yes,Cigar(s),Other,,09/16/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"R&R GOURMET DELI","6608 BEACH CHANNEL DRIVE","FAR ROCKAWAY","NY",11692,Yes,Yes,Cigar(s),Other,,08/05/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"WHAT U NEED DELI AND GRILL","18 WESTERVELT AVE","STATEN ISLAND","NY",10301,Yes,Yes,Cigar(s),Other,,07/23/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"MCLEAN DELI","155 MCLEAN AVE","YONKERS","NY",10705,Yes,Yes,Cigar(s),Other,Honey Bourbon,08/27/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"G AND G DELI","886 10TH AVE","NEW YORK","NY",10019,Yes,Yes,Cigar(s),Other,,10/08/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"PALISADE DELI","156 PALISADE AVE","YONKERS","NY",10701,Yes,Yes,Cigar(s),Other,,08/27/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"M DELI AND GRILL","4906 FORT HAMILTON PARKWAY","BROOKLYN","NY",11219,Yes,Yes,ENDS / E-liquid,blu,Menthol,07/30/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"EASTCHESTER SUPER DELI","230 MAIN STREET","EASTCHESTER","NY",10709,Yes,Yes,ENDS / E-liquid,Other,Watermelon Apple Ice,08/30/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"G&A DELI","839 MILE SQUARE RD","YONKERS","NY",10704,Yes,Yes,Cigar(s),Black & Mild,Wine,08/27/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"DELTA / DELTA MINI MART","305 UNION BOULEVARD","WEST ISLIP","NY",11795,Yes,Yes,ENDS / E-liquid,JUUL,Mint,09/26/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"MOLINA'S DISCOUNT STORE","263 2ND AVE","BRENTWOOD","NY",11717,Yes,Yes,Cigarettes in a package,Newport,Menthol,08/11/2021,11/23/2021,Warning Letter Issued,,1140.14(a)(1)-Sale to a minor
"NEW DORP SNACKS & TOBACCO","136 NEW DORP LN","STATEN ISLAND","NY",10306,Yes,Yes,ENDS / E-liquid,Other,Iced Apple Mango,07/30/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"VAPE ESCAPE","108 WEST SUFFOLK AVENUE","CENTRAL ISLIP","NY",11722,Yes,Yes,ENDS / E-liquid,JUUL,Menthol,08/11/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor
"JIMMY EXPRESS TOBACCO","6903 FORT HAMILTON PKWY","BROOKLYN","NY",11228,Yes,Yes,ENDS / E-liquid,Other,Tobacco,07/30/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"GULF EXPRESS","146 TUCKAHOE ROAD","YONKERS","NY",10710,Yes,Yes,ENDS / E-liquid,Other,Mango,08/30/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"FARM STORES","4451 AUSTIN BOULEVARD","ISLAND PARK","NY",11558,Yes,Yes,Cigar(s),Other,,08/11/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"GOTHAM SMOKE SHOP NOVELTY","681 E JERICHO TPKE","HUNTINGTON STATION","NY",11746,Yes,Yes,ENDS / E-liquid,Other,Strawberry Apple Watermelon,08/04/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"ROCKLAND MINI MART","31 LAFAYETTE AVE","SUFFERN","NY",10901,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,08/06/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"MOBIL MART","407 WHITE PLAINS RD","EASTCHESTER","NY",10709,Yes,Yes,Cigar(s),Other,Honey Berry,08/30/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"MILK N' THINGS","1287 DEER PARK AVENUE","NORTH BABYLON","NY",11703,Yes,Yes,Cigar(s),Other,Honey Berry,08/27/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"MOBIL","808 PALMER AVENUE","MAMARONECK","NY",10543,Yes,Yes,Cigar(s),Other,Honey Berry,08/30/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"MR. VAPE AND SMOKE SHOP","114 MAIN ST","KINGS PARK","NY",11754,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,09/11/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"MY SMOKE SHOP","1805 FOREST AVE","STATEN ISLAND","NY",10303,Yes,Yes,Cigar(s),Other,,07/23/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"PEARL RIVER SERVICE STATION","327 N MIDDLETOWN RD","PEARL RIVER","NY",10965,Yes,Yes,ENDS / E-liquid,Vuse,Tobacco,08/06/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"PITSTOP","231 W MAIN ST","SMITHTOWN","NY",11787,Yes,Yes,Cigar(s),Other,Honey Berry,09/11/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
"YONKERS SMOKE SHOP","150 MCLEAN AVENUE","YONKERS","NY",10705,Yes,Yes,ENDS / E-liquid,Other,Strawberry and Cream,08/27/2021,11/23/2021,Warning Letter Issued,,1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age
"VAPORIZERS AND TOBACCO SMOKE SHOP","390 METROPOLITAN AVE","BROOKLYN","NY",11211,Yes,Yes,ENDS / E-liquid,JUUL,Virginia Tobacco,08/10/2021,11/23/2021,Warning Letter Issued,,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21
