field_1,retailer_name,minor_involved,sale_to_minor,product_type,brand,flavor,inspection_date,decision_date,inspection_result,link,charges,address,lon,lat,newdate
"1502",NOLASCO GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,04/07/2015,05/07/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"109 02 GUY BREWER BL, JAMAICA, NY, 11433",,,2015/05/07
"1511",NASSER DELI & GROCERY,Yes,true,Cigarettes in a package,Newport,NA,03/18/2015,04/30/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","19034 JAMAICA AVE, HOLLIS, NY, 11423",,,2015/04/30
"1517",CITGO,Yes,true,Cigarettes in a package,Newport,NA,03/18/2015,04/23/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","18433 JAMAICA AVENUE, HOLLIS, NY, 11423",,,2015/04/23
"1520",VRAJOM CONVENIENCE,Yes,true,Cigarettes in a package,Newport,NA,03/10/2015,04/16/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"8958 FRANCIS LEWIS BOULEVARD, QUEENS VILLAGE, NY, 11427",,,2015/04/16
"1535",ONE STOP DELI & GROCERY,Yes,true,Cigarettes in a package,Newport,NA,01/25/2015,03/19/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","131-21 SPRINGFIELD BLVD, SPRNGFLD GARDENS, NY, 11413",,,2015/03/19
"1536",CIRCLE 5 DELI,Yes,true,Cigarettes in a package,Newport,NA,01/25/2015,03/12/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","134 40 GUY BREWER BOULEVARD, JAMAICA, NY, 11434",,,2015/03/12
"1537",A & J #1 DELI & GROCERY INC.,Yes,true,Cigarettes in a package,Newport,NA,01/18/2015,03/06/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","22915B MERRICK BLVD, LAURELTON, NY, 11413",,,2015/03/06
"1543",BUEN GUSTO SUPERMARKET,Yes,true,Cigarettes in a package,Newport,NA,12/07/2014,01/15/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","141-16 ROCKAWAY BOULEVARD, SOUTH OZONE PARK, NY, 11436",,,2015/01/15
"1544",KING OF ROCKAWAY DELI & GROCERY,Yes,true,Cigarettes in a package,Newport,NA,11/23/2014,12/30/2014,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","14221 ROCKAWAY BOULEVARD, JAMAICA, NY, 11436",,,2014/12/30
"175",97 TOBACCO SHOP,Yes,true,Cigar(s),Other,NA,01/13/2022,02/17/2022,Warning Letter Issued,NA,Charges not yet available,"2578 BROADWAY, NEW YORK, NY, 10025",,,2022/02/17
"265",407 CONVENIENCE,Yes,true,ENDS / E-liquid,Other,Pink Lemonade,11/13/2021,12/28/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","407 AMSTERDAM AVENUE FRONT 1, NEW YORK, NY, 10024",,,2021/12/28
"322",G AND G DELI,Yes,true,Cigar(s),Other,NA,10/08/2021,11/23/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","886 10TH AVE, NEW YORK, NY, 10019",,,2021/11/23
"329",85 CONVENIENT STORE 15 CORP.,Yes,true,ENDS / E-liquid,Other,Peach Ice,08/31/2021,11/04/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","523 AMSTERDAM AVENUE, NEW YORK, NY, 10024",,,2021/11/04
"332",CENTRAL PARK GROCERY,Yes,true,Cigar(s),Other,NA,08/31/2021,11/04/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","19 WEST 103RD STREET, NEW YORK, NY, 10025",,,2021/11/04
"333",COLUMBUS FOOD CORP.,Yes,true,Cigar(s),Black & Mild,NA,08/31/2021,11/04/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","476 COLUMBUS AVENUE, NEW YORK, NY, 10024",,,2021/11/04
"347",PEOPLES PLACE GOURMET DELI CORP.,Yes,true,ENDS / E-liquid,Other,Strawberry Watermelow,09/08/2021,11/02/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","1391 2ND AVE, NEW YORK, NY, 10021",,,2021/11/02
"351",FOOD MART/SUPERIOR GROCERY,Yes,true,Cigar(s),Other,NA,09/09/2021,11/02/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"881 10TH AVE, NEW YORK, NY, 10019",,,2021/11/02
"355",UNIQUE NEWS AND SMOKE,Yes,true,ENDS / E-liquid,Other,STRAWBERRY WALTERMELON,08/31/2021,11/02/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2218 BROADWAY, NEW YORK, NY, 10024",,,2021/11/02
"421",87TH DELI INC. 1,Yes,true,Cigar(s),Other,NA,01/04/2020,01/23/2020,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","562 AMSTERDAM AVENUE, NEW YORK, NY, 10024",,,2020/01/23
"425",WESTSIDE CONVENIENCES,Yes,true,Cigar(s),Other,NA,01/04/2020,01/23/2020,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","614 AMSTERDAM AVENUE, NEW YORK, NY, 10024",,,2020/01/23
"450",97 TOBACCO SHOP INC,Yes,true,Cigar(s),Other,NA,11/16/2019,12/12/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2578 BROADWAY, NEW YORK, NY, 10025",,,2019/12/12
"1092",WESTSIDE STOP ONE DELI,Yes,true,Cigarettes in a package,Newport,NA,07/09/2016,07/21/2016,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"700 AMSTERDAM AVE, NEW YORK, NY, 10025",,,2016/07/21
"1093",PARKSIDE GOURMET DELI,Yes,true,Cigarettes in a package,Newport,NA,04/01/2016,07/21/2016,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","900 COLUMBUS AVENUE, NEW YORK, NY, 10025",,,2016/07/21
"1094",DUANE READE,Yes,true,Cigarettes in a package,Newport,NA,07/10/2016,07/21/2016,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"2864 BROADWAY, NEW YORK, NY, 10025",,,2016/07/21
"1133",BEST GOURMET DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,Not yet available,02/01/2016,Civil Money Penalty not available,NA,Not yet available,"896 AMSTERDAM AVENUE, NEW YORK, NY, 10025",,,2016/02/01
"1359",WEST END DISCOUNT,Yes,true,Cigarettes in a package,Newport,NA,07/29/2015,08/13/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","264 WEST 72ND STREET, NEW YORK, NY, 10023",,,2015/08/13
"1366",JAZZ GOURMET AT 106 ST.,Yes,true,Cigarette tobacco,Other,NA,06/26/2015,08/06/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","51 WEST 106TH STREET, NEW YORK, NY, 10025",,,2015/08/06
"1404",980 COLUMBUS FOOD CORP.,Yes,true,Cigarettes in a package,Marlboro,NA,06/23/2015,07/23/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","980  COLUMBUS AVE, NEW YORK, NY, 10025",,,2015/07/23
"1408",BEST GOURMET DELI GROCERY,Yes,true,Single cigarette,N/A,NA,06/22/2015,07/23/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","896 AMSTERDAM AVENUE, NEW YORK, NY, 10025",,,2015/07/23
"1410",WALGREENS EASTERN CO. INC.,Yes,true,Cigarettes in a package,Marlboro,NA,06/24/2015,07/23/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2575 BROADWAY, NEW YORK, NY, 10025",,,2015/07/23
"1412",FELO DELI GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,06/26/2015,07/23/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","23 WEST 100TH STREET, NEW YORK, NY, 10025",,,2015/07/23
"1413",PARKSIDE GOURMET DELI,Yes,true,Cigarettes in a package,Marlboro,NA,06/23/2015,07/23/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","900 COLUMBUS AVENUE, NEW YORK, NY, 10025",,,2015/07/23
"1415",WEST SIDE GOURMET,Yes,true,Cigarettes in a package,Marlboro,NA,06/24/2015,07/23/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2528 BROADWAY, NEW YORK, NY, 10025",,,2015/07/23
"1416",MANHATTAN GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,06/22/2015,07/23/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"155 MANHATTAN AVENUE, NEW YORK, NY, 10025",,,2015/07/23
"1420",946 COLUMBUS LLC,Yes,true,Cigarettes in a package,Marlboro,NA,06/19/2015,07/16/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","946 COLUMBUS AVE, NEW YORK, NY, 10025",,,2015/07/16
"1424",COLUMBIA DELI,Yes,true,Cigarettes in a package,Marlboro,NA,06/22/2015,07/16/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","945 AMSTERDAM AVENUE, NEW YORK, NY, 10025",,,2015/07/16
"1426",DELI GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,06/15/2015,07/16/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","844-B AMSTERDAM AVEENUE, NEW YORK, NY, 10025",,,2015/07/16
"1427",SAMMY DELI GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,06/23/2015,07/16/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","901 COLUMBUS AVENUE, NEW YORK, NY, 10025",,,2015/07/16
"1428",RANCH DELI,Yes,true,Cigarettes in a package,Marlboro,NA,06/15/2015,07/16/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","856 AMSTERDAM AVENUE, NEW YORK, NY, 10025",,,2015/07/16
"1474",AMAZING STORE & SMOKE SHOP,Yes,true,Cigarettes in a package,Marlboro,NA,04/30/2015,06/11/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","208 COLUMBUS AVE, NEW YORK, NY, 10023",,,2015/06/11
"1475",ZINGONE BROS.,Yes,true,Cigarettes in a package,Marlboro,NA,05/06/2015,06/11/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"471 COLUMBUS AVENUE, NEW YORK, NY, 10024",,,2015/06/11
"1491",PRICE WISE DISCOUNT,Yes,true,Cigarettes in a package,Marlboro,NA,04/13/2015,05/21/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"2330 BROADWAY, NEW YORK, NY, 10024",,,2015/05/21
"1492",DUANE READE,Yes,true,Cigarettes in a package,Marlboro,NA,04/13/2015,05/21/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"2409 BROADWAY, NEW YORK, NY, 10024",,,2015/05/21
"1494",AMSTERDAM GOURMET,Yes,true,Cigarettes in a package,Newport,NA,04/12/2015,05/14/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","403A AMSTERDAM AVENUE, NEW YORK, NY, 10024",,,2015/05/14
"1499",DUANE READE #14165,Yes,true,Cigarettes in a package,Marlboro,NA,03/29/2015,05/07/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","380 AMSTERDAM AVE, NEW YORK, NY, 10024",,,2015/05/07
"586",DAY DELI GROCERY,Yes,true,Cigar(s),Other,NA,See Complaint,01/22/2019,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-0287"")",See Complaint,"9101 31ST AVENUE, EAST ELMHURST, NY, 11369",,,2019/01/22
"709",ADRIAN GROCERY,Yes,true,Cigar(s),Other,NA,See Complaint,03/12/2018,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2018-H-1065"")",See Complaint,"10023 37TH AVENUE, QUEENS, NY, 11368",,,2018/03/12
"828",ADRIAN GROCERY,Yes,true,Cigar(s),Other,NA,07/24/2017,08/10/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","10023 37TH AVENUE, QUEENS, NY, 11368",,,2017/08/10
"830",BAEZ GROCERY,Yes,true,Cigar(s),Black & Mild,NA,07/24/2017,08/10/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","10414 37TH AVENUE, CORONA, NY, 11368",,,2017/08/10
"844",STOP 1 GROCERY,Yes,true,Cigar(s),Other,NA,07/03/2017,07/27/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","23-34 94TH STREET, EAST ELMHURST, NY, 11369",,,2017/07/27
"850",DAY DELI GROCERY,Yes,true,Cigar(s),Other,NA,07/03/2017,07/27/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","9101 31ST AVENUE, EAST ELMHURST, NY, 11369",,,2017/07/27
"855",SHELLL/FOOD MART,Yes,true,Cigar(s),Other,NA,07/03/2017,07/27/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","9210 ASTORIA BOULEVARD, EAST ELMHURST, NY, 11369",,,2017/07/27
"856",SHAH NEWSSTAND,Yes,true,Cigar(s),Other,NA,07/03/2017,07/27/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","7902 21ST AVENUE, EAST ELMHURST, NY, 11370",,,2017/07/27
"1190",LA FUENTE DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,10/12/2015,11/05/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","9818 NORTHERN BOULEVARD, CORONA, NY, 11368",,,2015/11/05
"1452",MI ESQUINA SHOP MART INC.,Yes,true,Cigarettes in a package,Marlboro,NA,06/06/2015,07/02/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"107-02 37TH AVE, CORONA, NY, 11368",,,2015/07/02
"1456",HUDSON NEWS,Yes,true,Cigarettes in a package,Other,NA,05/05/2015,07/02/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"MAIN TERMINAL, FLUSHING, NY, 11371",,,2015/07/02
"1462",NEW WAY DELI & GROCERY CORP.,Yes,true,Cigarettes in a package,Marlboro,NA,05/23/2015,06/25/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","3502 103RD ST, CORONA, NY, 11368",,,2015/06/25
"1480",QUICK STOP GROCERY,Yes,true,Cigarettes in a package,Newport,NA,05/04/2015,06/11/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","9404 ASTORIA BOULEVARD, EAST ELMHURST, NY, 11369",,,2015/06/11
"221",PEACE AND LOVE CONVENIENCE,Yes,true,ENDS / E-liquid,Other,Pina Colada,12/14/2021,01/20/2022,Warning Letter Issued,NA,Charges not yet available,"242 UTICA AVENUE, BROOKLYN, NY, 11213",,,2022/01/20
"222",H &H DELI CORP DELI & TOBACCO SHOP,Yes,true,Cigar(s),Other,NA,12/14/2021,01/20/2022,Warning Letter Issued,NA,Charges not yet available,"216 UTICA AVE, BROOKLYN, NY, 11213",,,2022/01/20
"377",GIMMY DELI AND SMOKE SHOP,Yes,true,ENDS / E-liquid,JUUL,Mint Menthe,07/09/2021,08/10/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"299 WINTHROP STREET, BROOKLYN, NY, 11225",,,2021/08/10
"379",DELI AND GROCERY / PEOPLES 99 CENTS DISCOUNT PLUS,Yes,true,ENDS / E-liquid,JUUL,Tobacco,07/09/2021,08/05/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"319 ROGERS AVENUE, BROOKLYN, NY, 11225",,,2021/08/05
"413",ZAIM COFFEE SHOP / TOBACCO SHOP & NEWS STAND,Yes,true,Cigar(s),Other,NA,02/20/2020,03/05/2020,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1102 SAINT JOHNS PL, BROOKLYN, NY, 11213",,,2020/03/05
"640",E AND F DELI GROCERY CORP.,Yes,true,Cigar(s),Black & Mild,NA,06/05/2018,08/02/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","570 ALBANY AVENUE, BROOKLYN, NY, 11203",,,2018/08/02
"659",GOOD DEAL DELI AND GROCERY,Yes,true,Cigar(s),Black & Mild,NA,05/24/2018,07/12/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","245 TROY AVE, BROOKLYN, NY, 11213",,,2018/07/12
"680",ADEN DELI AND GROCERY,Yes,true,Cigarettes in a package,Newport,NA,04/08/2018,06/07/2018,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","683 FLATBUSH AVENUE, BROOKLYN, NY, 11225",,,2018/06/07
"681",PARKSIDE Z CORNER DELI,Yes,true,Cigar(s),Other,NA,04/08/2018,06/07/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","713 FLATBUSH AVENUE, BROOKLYN, NY, 11225",,,2018/06/07
"1455",HUDSON GROUP (HG) RETAIL LLC,Yes,true,Cigarettes in a package,Marlboro,NA,05/06/2015,07/02/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"NKA LAGUARDIA AIRPORT MARINE, FLUSHING, NY, 11369",,,2015/07/02
"18",PRICE WISE DISCOUNT,Yes,true,Cigarettes in a package,Marlboro,NA,05/09/2022,06/21/2022,Warning Letter Issued,NA,Charges not yet available,"337 EAST 86TH STREET, NEW YORK, NY, 10028",,,2022/06/21
"182",MULTI SYSTEM 99 CENT STORE,Yes,true,Single cigarette,N/A,Menthol,01/13/2022,02/15/2022,Warning Letter Issued,NA,Charges not yet available,"1850 3RD AVENUE, NEW YORK, NY, 10029",,,2022/02/15
"211",PLEASANT FINEST DELI,Yes,true,Single cigarette,N/A,NA,12/22/2021,02/01/2022,Warning Letter Issued,NA,Charges not yet available,"375 PLEASANT AVENUE, NEW YORK, NY, 10035",,,2022/02/01
"217",315 FINEST FOOD,Yes,true,Cigar(s),Other,NA,12/22/2021,01/27/2022,Warning Letter Issued,NA,Charges not yet available,"315 PLEASANT AVENUE, NEW YORK, NY, 10035",,,2022/01/27
"250",MARIA'S DELI,Yes,true,ENDS / E-liquid,JUUL,Virginia Tobacco,11/28/2021,01/04/2022,Warning Letter Issued,NA,Charges not yet available,"4011 28TH AVE, ASTORIA, NY, 11103",,,2022/01/04
"277",116ST MARINI GROCERY INC.,Yes,true,Cigar(s),Other,NA,11/04/2021,12/16/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","1869 LEXINGTON AVE, NEW YORK, NY, 10029",,,2021/12/16
"424",BIG APPLE GROCERY STORE,Yes,true,Cigar(s),Other,NA,01/04/2020,01/23/2020,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1850 3RD AVENUE, NEW YORK, NY, 10029",,,2020/01/23
"452",S AND A EXPRESS CANDY AND GROCERY CORP.,Yes,true,Cigar(s),Black & Mild,NA,See Complaint,12/11/2019,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-5729"")",See Complaint,"1633 LEXINGTON AVENUE, NEW YORK, NY, 10029",,,2019/12/11
"527",S & A EXPRESS CANDY & GROCERY CORP.,Yes,true,Cigar(s),Black & Mild,NA,04/22/2019,05/30/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1633 LEXINGTON AVE., NEW YORK, NY, 10029",,,2019/05/30
"633",NEW HAPPY DELI AND GROCERY INC.,Yes,true,Cigar(s),Black & Mild,NA,06/06/2018,08/16/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","32-02 36TH AVENUE, ASTORIA, NY, 11106",,,2018/08/16
"677",A T FOOD MARKET CORP,Yes,true,Cigar(s),Black & Mild,NA,04/18/2018,06/14/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","4402 BROADWAY, ASTORIA, NY, 11103",,,2018/06/14
"791",2122 DELI GROCERY,Yes,true,Cigar(s),Other,NA,See Complaint,09/08/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-5492"")",See Complaint,"2122 36TH AVENUE, ASTORIA, NY, 11106",,,2017/09/08
"951",2122 DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,04/08/2017,04/20/2017,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"2122 36TH AVENUE, ASTORIA, NY, 11106",,,2017/04/20
"1035",PRATIK NEWS STAND CORP.,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,02/08/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-0668"")",See Complaint,"1880 3RD AVENUE, NEW YORK, NY, 10029",,,2017/02/08
"1086",7-ELEVEN,Yes,true,Cigarettes in a package,Newport,NA,08/03/2016,08/11/2016,Warning Letter Issued,NA,1140.14(a)(1)-Sale to a minor,"300 EAST 96TH STREET, NEW YORK, NY, 10128",,,2016/08/11
"1088",EASTSIDE GROCERY,Yes,true,Cigarettes in a package,Newport,NA,07/28/2016,08/04/2016,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1726 1ST AVENUE, NEW YORK, NY, 10128",,,2016/08/04
"1089",TAB GROCERY,Yes,true,Cigarettes in a package,Newport,NA,07/28/2016,08/04/2016,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"1737 SECOND AVENUE, NEW YORK, NY, 10128",,,2016/08/04
"1097",HABIBI CONVENIENCE STORE,Yes,true,Cigarettes in a package,Newport,NA,06/28/2016,07/14/2016,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","2060 2ND AVENUE, NEW YORK, NY, 10029",,,2016/07/14
"1140",HONEY DEW MARKET,Yes,true,Cigarettes in a package,Marlboro,NA,See Complaint,12/21/2015,Civil Money Penalty Archived,"=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM540159.pdf"")",See Complaint,"1797 1ST AVENUE, NEW YORK, NY, 10128",,,2015/12/21
"1143",SMOKE SHOP,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,12/16/2015,Civil Money Penalty Archived,"=HYPERLINK(""http://wayback.archive-it.org/9166/20180223204141/http://www.fda.gov/downloads/TobaccoProducts/GuidanceComplianceRegulatoryInformation/UCM525931.pdf"")",See Complaint,"17-34 2ND AVENUE, NEW YORK, NY, 10128",,,2015/12/16
"1478",HONEY DEW MARKET,Yes,true,Cigarettes in a package,Newport,NA,04/30/2015,06/11/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1797 1ST AVENUE, NEW YORK, NY, 10128",,,2015/06/11
"1481",MOBIL,Yes,true,Cigarettes in a package,Marlboro,NA,05/06/2015,06/11/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","49-05 ASTORIA BOULEVARD NORTH, EAST ELMHURST, NY, 11370",,,2015/06/11
"1493",SMOKE SHOP /HI-FI NEWS & GROCERY,Yes,true,Cigarettes in a package,Marlboro,NA,04/14/2015,05/21/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","17-34 2ND AVENUE, NEW YORK, NY, 10128",,,2015/05/21
"1496",PRATIK NEWS STAND CORP,Yes,true,Cigarettes in a package,Newport,NA,04/09/2015,05/14/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1880 3RD AVENUE, NEW YORK, NY, 10029",,,2015/05/14
"1497",MUNOZ DELI GROCERY CORP.,Yes,true,Cigarettes in a package,Newport,NA,04/09/2015,05/14/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","102 EAST 103RD STREET, NEW YORK, NY, 10029",,,2015/05/14
"7",UNCLE SMOKE HOUSE,Yes,true,ENDS / E-liquid,Other,Watermelon Ice,05/10/2022,06/28/2022,Warning Letter Issued,NA,Charges not yet available,"2710 EAST TREMONT AVENUE, BRONX, NY, 10461",,,2022/06/28
"9",GREEN APPLE SHOP,Yes,true,ENDS / E-liquid,Other,Tangerine Ice,05/10/2022,06/23/2022,Warning Letter Issued,NA,Charges not yet available,"3571 EAST TREMONT AVENUE, BRONX, NY, 10465",,,2022/06/23
"34",GLOBAL,Yes,true,Cigar(s),Black & Mild,NA,04/21/2022,06/07/2022,Warning Letter Issued,NA,Charges not yet available,"3400 BAYCHESTER AVENUE, BRONX, NY, 10475",,,2022/06/07
"67",ST. PETERS FOOD CENTER CORP.,Yes,true,Cigar(s),Other,NA,03/25/2022,05/05/2022,Warning Letter Issued,NA,Charges not yet available,"1484 SAINT PETERS AVENUE, BRONX, NY, 10461",,,2022/05/05
"145",GUN HILL CLASSIC GOURMET DELI,Yes,true,Cigar(s),Other,Honey Bourbon,01/15/2022,03/15/2022,Warning Letter Issued,NA,Charges not yet available,"1450 EAST GUN HILL ROAD, BRONX, NY, 10469",,,2022/03/15
"154",MOBIL MART,Yes,true,Cigar(s),Other,Sweet Aromatic,02/05/2022,03/10/2022,Warning Letter Issued,NA,Charges not yet available,"1945 BARTOW AVENUE, BRONX, NY, 10469",,,2022/03/10
